,piste,hour,day,infos-course,infos-conditions,infos_meteo,meteo_icon,infos_partants,fer,infos_arrivee
0,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
Eclair Mace
H
4 Th. Dromigny
G. Contri 63 2175
18 070 8m6m5m7m0. 63
155",False,"5Ème 1
Eclair Mace
Th. Dromigny 1'24""10 63
155"
1,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Espion Jaune
H
4 A. Abrivard
Ch. Clin 63 2175
43 790 2m7a4m1m2. 8,3
10",False,"DAI 2
Espion Jaune
A. Abrivard - 8,3
10"
2,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Easy Turgot
H
4 V. Saussaye
S. Roger 55 2175
46 200 4a7mDa8m9. 21
54",deferre_posterieurs,"4Ème 3
Easy Turgot
V. Saussaye 1'16""30 21
54"
3,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Elino Bilou
H
4 M. Abrivard
Th. Duvaldestin 63 2175
57 610 1m2m1mDm1. 1,9
2",False,"2Ème 4
Elino Bilou
M. Abrivard 1'14""00 1,9
2"
4,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"5
Excelsior
H
4 Y. Lebourgeois
J.p. Allix 63 2175
66 090 5m3m2m2m3. 3,7
2,6",deferre_anterieurs_posterieurs,"1Er 5
Excelsior
Y. Lebourgeois 1'13""60 3,7
2,6"
5,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"6
El Diablo D'aut
M
4 E. Raffin
V. Raimbault 63 2175
67 610 Da1a6a4a3. 6,8
8,2",deferre_posterieurs,"3Ème 6
El Diablo D'aut
E. Raffin 1'14""10 6,8
8,2"
6,VINCENNES, 13h07,1 Jan,"Trot Monté
60 000 €
2175 m
7 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"7
Espoir Anvalou
M
4 A. Lamy
A. Dubois 63 2175
68 670 DaDmDa6aD. 17
22",False,"DAI 7
Espoir Anvalou
A. Lamy - 17
22"
7,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
This Is It
F
7 D. Thomain
B. Goop 163 301 2100 8aDa2mDa1. 6,4
4,6",deferre_anterieurs_posterieurs,"1Er 1
This Is It
D. Thomain 1'13""00 6,4
4,6"
8,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Bodega Chenevie.
F
7 L. Gaborit
L. Gaborit 152 590 2100 7a3a0a7a0. 15
27",False,"4Ème 2
Bodega Chenevie.
L. Gaborit 1'13""20 15
27"
9,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Basic (swe)
F
7 B. Goop
B. Goop 138 790 2100 Da1a4a2a1. 2,3
2",False,"6Ème 3
Basic (swe)
B. Goop 1'13""50 2,3
2"
10,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Bambolina
F
7 N. Roussel
Alain Roussel 152 620 2100 Dm2m2m6m7. 55
128",False,"10Ème 4
Bambolina
N. Roussel 1'14""40 55
128"
11,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"5
Bilfie De Guez
F
7 F. Darondel
J.m. Bazire 151 960 2100 0a2a1a1a0. 25
28",False,"9Ème 5
Bilfie De Guez
F. Darondel 1'14""20 25
28"
12,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"6
Bella Du Vivier
F
7 M. Verva
G. Verva 145 930 2100 4a6a8a3a0. 9
10",deferre_anterieurs_posterieurs,"3Ème 6
Bella Du Vivier
M. Verva 1'13""20 9
10"
13,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"7
Olympia Gold
F
7 J. Untersteiner
P. Linderoth 162 396 2100 0a7a6a3a1. 12
10",deferre_anterieurs_posterieurs,"DAI 7
Olympia Gold
J. Untersteiner - 12
10"
14,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"8
Brihana
F
7 M. Mottier
D. Delaroche 135 700 2100 3a8a4a0a6. 9,6
10",deferre_anterieurs,"5Ème 8
Brihana
M. Mottier 1'13""30 9,6
10"
15,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"9 Baline De La Fye
NON PARTANT",False,"9 Baline De La Fye
NON PARTANT"
16,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"10
Annabelle Diman.
F
7 F. Nivard
R. Bergh 115 223 2100 6a8a7a2a8. 12
18",deferre_anterieurs_posterieurs,"8Ème 10
Annabelle Diman.
F. Nivard 1'14""00 12
18"
17,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"11
Black Rain
F
7 A. Abrivard
L.cl. Abrivard 116 290 2100 Da3a0a7a4. 21
42",deferre_anterieurs_posterieurs,"2Ème 11
Black Rain
A. Abrivard 1'13""10 21
42"
18,VINCENNES, 13h38,1 Jan,"Trot Attelé
50 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"12
Evasion Boko
F
7 F. Ouvrie
A. Kristoffersson 88 986 2100 6a4a0a3m5. 29
53",deferre_anterieurs,"7Ème 12
Evasion Boko
F. Ouvrie 1'13""70 29
53"
19,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
Zoko Lane
H
6 J. Untersteiner
Fredrik Wallin 95 355 2100 1a1a2a8a1. 20
11",deferre_anterieurs,"DAI 1
Zoko Lane
J. Untersteiner - 20
11"
20,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Toohotforyou
F
6 F. Wallin
Fredrik Wallin 111 964 2100 Dm3aDa9a3. 87
143",deferre_anterieurs,"7Ème 2
Toohotforyou
F. Wallin 1'13""70 87
143"
21,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Capraio
H
6 F. Ouvrie
F. Ouvrie 85 885 2100 Da4a4a2a2. 8,8
10",deferre_posterieurs,"2Ème 3
Capraio
F. Ouvrie 1'12""40 8,8
10"
22,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Derby De Souvig.
H
5 M. Lenoir
M. Lenoir 187 990 2100 5a6a5a1a5. 13
21",False,"6Ème 4
Derby De Souvig.
M. Lenoir 1'13""10 13
21"
23,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"5
Direct Way
H
5 E. Raffin
Ph. Allaire 210 800 2100 2aDa1a2a2. 4,3
4,2",deferre_posterieurs,"1Er 5
Direct Way
E. Raffin 1'12""40 4,3
4,2"
24,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"6
Charmeuse Royale
F
6 M. Abrivard
M. Abrivard 231 280 2100 1a1a0a4a1. 4,4
4,4",deferre_anterieurs_posterieurs,"Di 6
Charmeuse Royale
M. Abrivard 1'12""40 4,4
4,4"
25,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"7
Zahara Goj
F
5 J.m. Bazire
Ph. Billard 204 032 2100 0a4a4a8a6. 24
28",deferre_anterieurs_posterieurs,"3Ème 7
Zahara Goj
J.m. Bazire 1'12""60 24
28"
26,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"8
Cash Maker
H
6 S. Ernault
S. Ernault 241 200 2100 1a1a4a0a0. 3,9
3,4",deferre_anterieurs_posterieurs,"DAI 8
Cash Maker
S. Ernault - 3,9
3,4"
27,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"9
Axel (den)
H
6 F. Nivard
F. Nivard 230 171 2100 0aDmDa1mD. 41
29",deferre_anterieurs_posterieurs,"5Ème 9
Axel (den)
F. Nivard 1'12""80 41
29"
28,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"10
Ubimajor Bi
M
5 D. Locqueneux
H.e. Bondo 66 842 2100 6a5a5a2a7. 54
76",deferre_anterieurs_posterieurs,"4Ème 10
Ubimajor Bi
D. Locqueneux 1'12""80 54
76"
29,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"11
Caresse (swe)
F
6 D. Thomain
B. Goop 68 823 2100 5a6a1a3a(. 18
37",deferre_anterieurs_posterieurs,"DAI 11
Caresse (swe)
D. Thomain - 18
37"
30,VINCENNES, 14h07,1 Jan,"Trot Attelé
90 000 €
2100 m
12 partants",Européenne - Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"12
Tellmeastory
H
6 B. Goop
B. Goop 73 554 2100 0a1a2a1a5. 14
16",deferre_anterieurs_posterieurs,"8Ème 12
Tellmeastory
B. Goop 1'13""90 14
16"
31,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
Elitesnabe
F
4 N. Roussel
N. Roussel 21 840 2100 9aDaDa4a2. 48
92",deferre_posterieurs,"6Ème 1
Elitesnabe
N. Roussel 1'14""10 48
92"
32,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Even Street
F
4 Loic Groussard
Loic Groussard 20 960 2100 6a0a2a5a2. 31
39",deferre_anterieurs,"DAI 2
Even Street
Loic Groussard - 31
39"
33,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Erele Du Mesnil.
F
4 A. Abrivard
V. Revel 20 990 2100 6a0a3a5a2. 6,6
6,9",deferre_anterieurs_posterieurs,"DAI 3
Erele Du Mesnil.
A. Abrivard - 6,6
6,9"
34,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Estrella Jyl
F
4 J.b. Lemoine
J.b. Lemoine 22 410 2100 7a1a1aAa1a 7,6
12",False,"1Er 4
Estrella Jyl
J.b. Lemoine 1'13""20 7,6
12"
35,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"5
Eva Des Charmes
A
F
4 F. Nivard
F. Leblanc 21 340 2100 1a1a3a 2,8
2",deferre_posterieurs,"2Ème 5
Eva Des Charmes
A
F. Nivard 1'13""80 2,8
2"
36,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"6
Eureka D'eronvi.
F
4 G. Gelormini
St. Meunier 20 930 2100 1a7aDaDaD. 26
44",False,"11Ème 6
Eureka D'eronvi.
G. Gelormini 1'16""60 26
44"
37,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"7
Eloise Des Char.
A
F
4 E. Raffin
A. Buisson 21 350 2100 3a3a4a1a7. 15
15",False,"5Ème 7
Eloise Des Char.
A
E. Raffin 1'14""00 15
15"
38,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"8
Elsa Rush
F
4 G. Donio
G. Donio 23 090 2100 1a2a6aAa1. 14
16",deferre_posterieurs,"7Ème 8
Elsa Rush
G. Donio 1'14""20 14
16"
39,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"9 Elsa Des Charentes
NON PARTANT",False,"9 Elsa Des Charentes
NON PARTANT"
40,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"10
Etincelle Sun
F
4 D. Bonne
D. Bonne 18 780 2100 7aDmDa8aD. 24
34",deferre_anterieurs_posterieurs,"4Ème 10
Etincelle Sun
D. Bonne 1'13""90 24
34"
41,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"11
Easy De Beaulieu
B
F
4 B. Rouer
Ph. Rouer 20 450 2100 4a3aDa1aD. 25
57",deferre_posterieurs,"3Ème 11
Easy De Beaulieu
B
B. Rouer 1'13""80 25
57"
42,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"12
Etincelle Mystic
F
4 D. Thomain
B. Barassin 17 640 2100 2a5a7a0a0. 40
38",False,"9Ème 12
Etincelle Mystic
D. Thomain 1'14""70 40
38"
43,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"13
Eva D'arcy
B
F
4 M. Mottier
Ph. Rouer 11 030 2100 Da6a2a8m4. 26
81",False,"DAI 13
Eva D'arcy
B
M. Mottier - 26
81"
44,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"14
Epona De L'aunay
F
4 M. Abrivard
V. Raimbault 16 930 2100 2a7a2a1a4. 24
27",False,"8Ème 14
Epona De L'aunay
M. Abrivard 1'14""40 24
27"
45,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"15
Enchilada Face
F
4 J. Niskanen
J. Niskanen 17 920 2100 3a3a1a2a 11
7,8",deferre_posterieurs,"10Ème 15
Enchilada Face
J. Niskanen 1'15""00 11
7,8"
46,VINCENNES, 14h38,1 Jan,"Trot Attelé
35 000 €
2100 m
16 partants",Autostart - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"16
Enigme
F
4 B. Goop
Alain Roussel 10 240 2100 Da4a6a7aD. 39
80",False,"12Ème 16
Enigme
B. Goop 1'16""80 39
80"
47,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
Bacchus
H
7 B. Goop
B. Goop 54 644 2850 Da2a7aDa5. 41
58",deferre_anterieurs,"12Ème 1
Bacchus
B. Goop 1'15""90 41
58
Vite sur un troisième rang, en dedans, a pris le wagon de deux en montant et n'a pu accélérer efficacement lorsque les choses sérieuses ont commencé."
48,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Basic Instinct
H
7 G. Lannoo
A. Lannoo 88 415 2850 3a1a2a1aD. 20
22",deferre_anterieurs_posterieurs,"6Ème 2
Basic Instinct
G. Lannoo 1'15""40 20
22
Rapproché aux tribunes, le nez au vent, a trouvé un dos en descendant et, décalé à la sortie du tournant final, a terminé correctement, mais un peu moins vite que Bohème du Juillé."
49,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Bill Bonnetiere
H
7 S. Ernault
D. Bonne 100 620 2850 3a4a1a1a2. 15
19",deferre_posterieurs,"DAI 3
Bill Bonnetiere
S. Ernault - 15
19
Constamment remarqué dans la seconde moitié du peloton, a été sanctionné à l'intersection des pistes ; figurait toujours en retrait, avec des ressources, mais pas dans la bonne cadence."
50,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Bon Grain Tivoli
H
7 D. Bonne
D. Bonne 105 700 2850 Da8a3aDa0. 9,7
8,8",deferre_anterieurs_posterieurs,"4Ème 4
Bon Grain Tivoli
D. Bonne 1'15""30 9,7
8,8
Constamment bien placé, a formé le wagon de trois en montant puis, toujours le nez au vent à l'intersection des pistes, n'a pu que continuer courageusement jusqu'au bout."
51,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"5
Belle Du Matin
F
7 E. Raffin
F. Furet 106 500 2850 3a3a5a1a8. 14
14",False,"10Ème 5
Belle Du Matin
E. Raffin 1'15""70 14
14
Piégée le nez au vent, de la descente aux mille mètres, a pu souffler dans un dos en haut de la montée, mais a payé cette débauche d'énergie en fin de parcours."
52,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"6
Bianca Thepol
F
7 J.l.cl. Dersoir
J.l.cl. Dersoir 106 680 2850 0a0aRa(16. 106
146",False,"13Ème 6
Bianca Thepol
J.l.cl. Dersoir 1'16""10 106
146
Attentiste à proximité du groupe de tête, n'a pu accélérer efficacement depuis la mi-tournant final, terminant à son rythme, sans être menaçante."
53,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"7
Bioness
A
H
7 B. Rouer
R. Derieux 115 170 2850 0a0a0a2a4. 103
158",False,"15Ème 7
Bioness
A
B. Rouer 1'18""20 103
158
Vite dans la seconde moitié du peloton, a été progressivement décramponné depuis l'intersection des pistes."
54,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"8
Alpha D'urzy
A
H
8 R. Derieux
R. Derieux 118 250 2850 6aDm1a2a3. 55
74",False,"16Ème 8
Alpha D'urzy
A
R. Derieux 1'18""30 55
74
Vite à l'arrière-garde, a été décramponné depuis l'intersection des pistes."
55,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"9
Bacchus D'ela
H
7 F. Ouvrie
F. Ouvrie 119 220 2850 Da0a8a0a1. 13
11",deferre_anterieurs_posterieurs,"2Ème 9
Bacchus D'ela
F. Ouvrie 1'15""00 13
11
Parti correctement, en dehors, pour s'installer assez rapidement en tête, a mené bon train puis, dominé par Babylone Seven (17) dans le tournant final, a bien résisté à Bon Jenilou (12)."
56,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"10
Bir Hakeim
H
7 G. Gelormini
Ch. Ecalard 119 610 2850 5a6a3a7m0. 41
49",False,"14Ème 10
Bir Hakeim
G. Gelormini 1'16""80 41
49
Après avoir figuré sur un quatrième rang, à la corde, a perdu progressivement des rangs depuis l'intersection des pistes, finissant en retrait."
57,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"11
Angel Dark
H
8 A.j. Mc Carthy
Anders Lindqvist 120 690 2850 Da9a0a5a0. 99
186",False,"11Ème 11
Angel Dark
A.j. Mc Carthy 1'15""80 99
186
Attentiste dans la seconde moitié du peloton, en se montrant parfois brillant, n'a pu se mettre en évidence lorsqu'il a eu le jour dans la phase finale."
58,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"12
Bon Jenilou
H
7 B. Piton
B. Piton 123 680 2850 1a3aDa1a3. 6,6
4,5",deferre_anterieurs_posterieurs,"3Ème 12
Bon Jenilou
B. Piton 1'15""00 6,6
4,5
Le mieux parti, mais assez vite relayé par Bacchus d'Ela (9), a connu un passage à vide à sortie du tournant final, lorsque Babylone Seven (17) est passée à l'attaque, mais s'est très bien relancé."
59,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"13
Boheme Du Juille
F
7 M. Abrivard
E. Beudard 124 180 2850 9aDaDa7a6. 25
32",False,"5Ème 13
Boheme Du Juille
M. Abrivard 1'15""40 25
32
Attentiste dans la seconde moitié du peloton, a pris le wagon de trois depuis le haut de la montée et a bien terminé, en dehors, réglant Basic Instinct (2)."
60,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"14
Bob De Pebrisy
H
7 A.a. Barassin
A.a. Barassin 124 300 2850 4a0aDa6a8. 19
15",deferre_anterieurs_posterieurs,"7Ème 14
Bob De Pebrisy
A.a. Barassin 1'15""50 19
15
Vité dans la seconde moitié du peloton, n'a pu suivre Babylone Seven (17) à l'intersection des pistes, continuant à son rythme après avoir dû négocier le dernier tournant en dehors."
61,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"15
Balzac De Souvi.
H
7 M. Lenoir
M. Lenoir 182 220 2875 0aDaDa3aD. 44
66",False,"9Ème 15
Balzac De Souvi.
M. Lenoir 1'15""00 44
66
Vite parmi les derniers, a gagné quelques rangs pour finir, en dehors, sans être dangereux."
62,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"16
As Blue
H
8 G. Donio
M. Donio 204 150 2875 7aDm5a2mD. 114
159",deferre_posterieurs,"8Ème 16
As Blue
G. Donio 1'14""90 114
159
Après avoir longtemps figuré parmi les derniers, a gagné des rangs pour finir, terminant dans un assez bon style, en léger retrait."
63,VINCENNES, 15h17,1 Jan,"Trot Attelé
70 000 €
2850 m
17 partants",Inconnu - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"17
Babylone Seven
F
7 J.m. Bazire
J.m. Bazire 228 830 2875 1a2aDaRa(. 2,3
2,5",deferre_anterieurs_posterieurs,"1Er 17
Babylone Seven
J.m. Bazire 1'14""20 2,3
2,5
Très bien partie à son échelon, puis attentiste à proximité des animatrices, a placé une banderille dans le tournant final, déposant Bacchus d'Ela (9), puis a gagné en roue libre..."
64,VINCENNES, 15h47,1 Jan,"Trot Monté
52 000 €
2850 m
12 partants",Apprentis - Lads Jockeys - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"1
Bombe De Caillo.
F
7 Mlle Clara Dersoir
Mme C. Hallais-de. 55 2850
107 790 6m6m9mDa0. 38
109",False,"9Ème 1
Bombe De Caillo.
Mlle Clara Dersoir 1'16""40 38
109"
65,VINCENNES, 15h47,1 Jan,"Trot Monté
52 000 €
2850 m
12 partants",Apprentis - Lads Jockeys - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"2
Bali Du Pouet D.
F
7 Mlle Ch. Lefebvre
Mme G. Masschaele 57 2850
107 900 3m5m9a3m5. 31
48",False,"10Ème 2
Bali Du Pouet D.
Mlle Ch. Lefebvre 1'16""70 31
48"
66,VINCENNES, 15h47,1 Jan,"Trot Monté
52 000 €
2850 m
12 partants",Apprentis - Lads Jockeys - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"3
Benjamine Gede
F
7 L. Jublot
A. Pillon 55 2850
139 780 3m7mDm0a0. 20
24",deferre_posterieurs,"3Ème 3
Benjamine Gede
L. Jublot 1'15""80 20
24"
67,VINCENNES, 15h47,1 Jan,"Trot Monté
52 000 €
2850 m
12 partants",Apprentis - Lads Jockeys - Corde à gauche Détails des conditions,"10°C, vent 40 km/h",icon-meteo-P7,"4
Belle Katie
F
7 J.y. Ricart
J.m. Bazire 57 2850
146 490 2mDmDa0a8. 4,5
4,3",deferre_anterieurs_posterieurs,"6Ème 4
Belle Katie
J.y. Ricart 1'16""00 4,5
4,3"
